Configuration: {'START': '2001-01-01', 'END': '2024-09-01', 'N_STOCK': 50, 'LEN_DATA': 5000, 'TRAIN_LEN': 60, 'PRED_LEN': 20, 'TRAIN_RATIO': 0.7, 'RESULT_DIR': 'result/GRU_False_equal_risk_parity_60_20', 'MODELS': ['GRU', 'TCN', 'TRANSFORMER'], 'MULTIMODAL_OPTIONS': [False], 'LOSS_FUNCTIONS': ['max_sharpe', 'equal_risk_parity', 'mean_variance'], 'TRAIN_LEN_OPTIONS': [60], 'PRED_LEN_OPTIONS': [20], 'SEED': 42, 'BATCH': 32, 'EPOCHS': 500, 'EARLY_STOP': 20, 'LR': 0.005, 'MOMENTUM': 0.9, 'USE_CUDA': True, 'LB': 0, 'UB': 0.2, 'N_FEAT': 50, 'BETA': 0.2, 'LOSS_FUNCTION': 'equal_risk_parity', 'TCN': {'n_output': 50, 'kernel_size': 4, 'n_dropout': 0.1, 'n_timestep': 60, 'hidden_size': 64, 'level': 3}, 'GRU': {'n_layers': 1, 'hidden_dim': 128, 'dropout_p': 0.3, 'bidirectional': False}, 'TRANSFORMER': {'n_timestep': 60, 'n_layer': 6, 'n_head': 5, 'n_dropout': 0.1, 'n_output': 50}, 'MODEL': 'GRU', 'MULTIMODAL': False}
Model: gru, Multimodal: False, Loss Function: equal_risk_parity
Loading and processing data...
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_181_loss_0.0057.pth
Epoch 182/500, Training Loss: 0.004472
Epoch 182/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_182_loss_0.0057.pth
Epoch 183/500, Training Loss: 0.004470
Epoch 183/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_183_loss_0.0057.pth
Epoch 184/500, Training Loss: 0.004471
Epoch 184/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_184_loss_0.0057.pth
Epoch 185/500, Training Loss: 0.004471
Epoch 185/500, Validation Loss: 0.005735
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_185_loss_0.0057.pth
Epoch 186/500, Training Loss: 0.004470
Epoch 186/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_186_loss_0.0057.pth
Epoch 187/500, Training Loss: 0.004469
Epoch 187/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_187_loss_0.0057.pth
Epoch 188/500, Training Loss: 0.004469
Epoch 188/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_188_loss_0.0057.pth
Epoch 189/500, Training Loss: 0.004470
Epoch 189/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_189_loss_0.0057.pth
Epoch 190/500, Training Loss: 0.004469
Epoch 190/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_190_loss_0.0057.pth
Epoch 191/500, Training Loss: 0.004467
Epoch 191/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_191_loss_0.0057.pth
Epoch 192/500, Training Loss: 0.004469
Epoch 192/500, Validation Loss: 0.005734
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_192_loss_0.0057.pth
Epoch 193/500, Training Loss: 0.004469
Epoch 193/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_193_loss_0.0057.pth
Epoch 194/500, Training Loss: 0.004469
Epoch 194/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_194_loss_0.0057.pth
Epoch 195/500, Training Loss: 0.004470
Epoch 195/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_195_loss_0.0057.pth
Epoch 196/500, Training Loss: 0.004468
Epoch 196/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_196_loss_0.0057.pth
Epoch 197/500, Training Loss: 0.004467
Epoch 197/500, Validation Loss: 0.005733
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_197_loss_0.0057.pth
Epoch 198/500, Training Loss: 0.004469
Epoch 198/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_198_loss_0.0057.pth
Epoch 199/500, Training Loss: 0.004467
Epoch 199/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_199_loss_0.0057.pth
Epoch 200/500, Training Loss: 0.004467
Epoch 200/500, Validation Loss: 0.005733
Epoch 201/500, Training Loss: 0.004467
Epoch 201/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_201_loss_0.0057.pth
Epoch 202/500, Training Loss: 0.004467
Epoch 202/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_202_loss_0.0057.pth
Epoch 203/500, Training Loss: 0.004469
Epoch 203/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_203_loss_0.0057.pth
Epoch 204/500, Training Loss: 0.004466
Epoch 204/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_204_loss_0.0057.pth
Epoch 205/500, Training Loss: 0.004465
Epoch 205/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_205_loss_0.0057.pth
Epoch 206/500, Training Loss: 0.004467
Epoch 206/500, Validation Loss: 0.005732
Epoch 207/500, Training Loss: 0.004466
Epoch 207/500, Validation Loss: 0.005732
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_207_loss_0.0057.pth
Epoch 208/500, Training Loss: 0.004465
Epoch 208/500, Validation Loss: 0.005731
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_208_loss_0.0057.pth
Epoch 209/500, Training Loss: 0.004466
Epoch 209/500, Validation Loss: 0.005731
Epoch 210/500, Training Loss: 0.004466
Epoch 210/500, Validation Loss: 0.005731
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_210_loss_0.0057.pth
Epoch 211/500, Training Loss: 0.004465
Epoch 211/500, Validation Loss: 0.005731
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_211_loss_0.0057.pth
Epoch 212/500, Training Loss: 0.004466
Epoch 212/500, Validation Loss: 0.005731
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_212_loss_0.0057.pth
Epoch 213/500, Training Loss: 0.004465
Epoch 213/500, Validation Loss: 0.005731
Epoch 214/500, Training Loss: 0.004464
Epoch 214/500, Validation Loss: 0.005731
Epoch 215/500, Training Loss: 0.004463
Epoch 215/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_215_loss_0.0057.pth
Epoch 216/500, Training Loss: 0.004465
Epoch 216/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_216_loss_0.0057.pth
Epoch 217/500, Training Loss: 0.004463
Epoch 217/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_217_loss_0.0057.pth
Epoch 218/500, Training Loss: 0.004463
Epoch 218/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_218_loss_0.0057.pth
Epoch 219/500, Training Loss: 0.004463
Epoch 219/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_219_loss_0.0057.pth
Epoch 220/500, Training Loss: 0.004460
Epoch 220/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_220_loss_0.0057.pth
Epoch 221/500, Training Loss: 0.004462
Epoch 221/500, Validation Loss: 0.005730
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_221_loss_0.0057.pth
Epoch 222/500, Training Loss: 0.004462
Epoch 222/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_222_loss_0.0057.pth
Epoch 223/500, Training Loss: 0.004463
Epoch 223/500, Validation Loss: 0.005729
Epoch 224/500, Training Loss: 0.004460
Epoch 224/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_224_loss_0.0057.pth
Epoch 225/500, Training Loss: 0.004461
Epoch 225/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_225_loss_0.0057.pth
Epoch 226/500, Training Loss: 0.004461
Epoch 226/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_226_loss_0.0057.pth
Epoch 227/500, Training Loss: 0.004461
Epoch 227/500, Validation Loss: 0.005729
Epoch 228/500, Training Loss: 0.004462
Epoch 228/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_228_loss_0.0057.pth
Epoch 229/500, Training Loss: 0.004461
Epoch 229/500, Validation Loss: 0.005729
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_229_loss_0.0057.pth
Epoch 230/500, Training Loss: 0.004462
Epoch 230/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_230_loss_0.0057.pth
Epoch 231/500, Training Loss: 0.004461
Epoch 231/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_231_loss_0.0057.pth
Epoch 232/500, Training Loss: 0.004459
Epoch 232/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_232_loss_0.0057.pth
Epoch 233/500, Training Loss: 0.004459
Epoch 233/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_233_loss_0.0057.pth
Epoch 234/500, Training Loss: 0.004460
Epoch 234/500, Validation Loss: 0.005728
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_234_loss_0.0057.pth
Epoch 235/500, Training Loss: 0.004459
Epoch 235/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_235_loss_0.0057.pth
Epoch 236/500, Training Loss: 0.004463
Epoch 236/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_236_loss_0.0057.pth
Epoch 237/500, Training Loss: 0.004461
Epoch 237/500, Validation Loss: 0.005727
Epoch 238/500, Training Loss: 0.004460
Epoch 238/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_238_loss_0.0057.pth
Epoch 239/500, Training Loss: 0.004458
Epoch 239/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_239_loss_0.0057.pth
Epoch 240/500, Training Loss: 0.004458
Epoch 240/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_240_loss_0.0057.pth
Epoch 241/500, Training Loss: 0.004459
Epoch 241/500, Validation Loss: 0.005727
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_241_loss_0.0057.pth
Epoch 242/500, Training Loss: 0.004459
Epoch 242/500, Validation Loss: 0.005726
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_242_loss_0.0057.pth
Epoch 243/500, Training Loss: 0.004458
Epoch 243/500, Validation Loss: 0.005726
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_243_loss_0.0057.pth
Epoch 244/500, Training Loss: 0.004458
Epoch 244/500, Validation Loss: 0.005726
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_244_loss_0.0057.pth
Epoch 245/500, Training Loss: 0.004456
Epoch 245/500, Validation Loss: 0.005726
Epoch 246/500, Training Loss: 0.004456
Epoch 246/500, Validation Loss: 0.005726
Epoch 247/500, Training Loss: 0.004456
Epoch 247/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_247_loss_0.0057.pth
Epoch 248/500, Training Loss: 0.004457
Epoch 248/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_248_loss_0.0057.pth
Epoch 249/500, Training Loss: 0.004457
Epoch 249/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_249_loss_0.0057.pth
Epoch 250/500, Training Loss: 0.004456
Epoch 250/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_250_loss_0.0057.pth
Epoch 251/500, Training Loss: 0.004455
Epoch 251/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_251_loss_0.0057.pth
Epoch 252/500, Training Loss: 0.004455
Epoch 252/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_252_loss_0.0057.pth
Epoch 253/500, Training Loss: 0.004454
Epoch 253/500, Validation Loss: 0.005725
Epoch 254/500, Training Loss: 0.004454
Epoch 254/500, Validation Loss: 0.005725
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_254_loss_0.0057.pth
Epoch 255/500, Training Loss: 0.004455
Epoch 255/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_255_loss_0.0057.pth
Epoch 256/500, Training Loss: 0.004455
Epoch 256/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_256_loss_0.0057.pth
Epoch 257/500, Training Loss: 0.004454
Epoch 257/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_257_loss_0.0057.pth
Epoch 258/500, Training Loss: 0.004455
Epoch 258/500, Validation Loss: 0.005724
Epoch 259/500, Training Loss: 0.004453
Epoch 259/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_259_loss_0.0057.pth
Epoch 260/500, Training Loss: 0.004454
Epoch 260/500, Validation Loss: 0.005724
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_260_loss_0.0057.pth
Epoch 261/500, Training Loss: 0.004452
Epoch 261/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_261_loss_0.0057.pth
Epoch 262/500, Training Loss: 0.004453
Epoch 262/500, Validation Loss: 0.005723
Epoch 263/500, Training Loss: 0.004453
Epoch 263/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_263_loss_0.0057.pth
Epoch 264/500, Training Loss: 0.004453
Epoch 264/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_264_loss_0.0057.pth
Epoch 265/500, Training Loss: 0.004452
Epoch 265/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_265_loss_0.0057.pth
Epoch 266/500, Training Loss: 0.004454
Epoch 266/500, Validation Loss: 0.005723
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_266_loss_0.0057.pth
Epoch 267/500, Training Loss: 0.004453
Epoch 267/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_267_loss_0.0057.pth
Epoch 268/500, Training Loss: 0.004451
Epoch 268/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_268_loss_0.0057.pth
Epoch 269/500, Training Loss: 0.004451
Epoch 269/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_269_loss_0.0057.pth
Epoch 270/500, Training Loss: 0.004452
Epoch 270/500, Validation Loss: 0.005722
Epoch 271/500, Training Loss: 0.004450
Epoch 271/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_271_loss_0.0057.pth
Epoch 272/500, Training Loss: 0.004452
Epoch 272/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_272_loss_0.0057.pth
Epoch 273/500, Training Loss: 0.004450
Epoch 273/500, Validation Loss: 0.005722
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_273_loss_0.0057.pth
Epoch 274/500, Training Loss: 0.004450
Epoch 274/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_274_loss_0.0057.pth
Epoch 275/500, Training Loss: 0.004450
Epoch 275/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_275_loss_0.0057.pth
Epoch 276/500, Training Loss: 0.004450
Epoch 276/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_276_loss_0.0057.pth
Epoch 277/500, Training Loss: 0.004449
Epoch 277/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_277_loss_0.0057.pth
Epoch 278/500, Training Loss: 0.004451
Epoch 278/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_278_loss_0.0057.pth
Epoch 279/500, Training Loss: 0.004449
Epoch 279/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_279_loss_0.0057.pth
Epoch 280/500, Training Loss: 0.004452
Epoch 280/500, Validation Loss: 0.005721
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_280_loss_0.0057.pth
Epoch 281/500, Training Loss: 0.004448
Epoch 281/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_281_loss_0.0057.pth
Epoch 282/500, Training Loss: 0.004450
Epoch 282/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_282_loss_0.0057.pth
Epoch 283/500, Training Loss: 0.004448
Epoch 283/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_283_loss_0.0057.pth
Epoch 284/500, Training Loss: 0.004449
Epoch 284/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_284_loss_0.0057.pth
Epoch 285/500, Training Loss: 0.004448
Epoch 285/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_285_loss_0.0057.pth
Epoch 286/500, Training Loss: 0.004450
Epoch 286/500, Validation Loss: 0.005720
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_286_loss_0.0057.pth
Epoch 287/500, Training Loss: 0.004448
Epoch 287/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_287_loss_0.0057.pth
Epoch 288/500, Training Loss: 0.004448
Epoch 288/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_288_loss_0.0057.pth
Epoch 289/500, Training Loss: 0.004447
Epoch 289/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_289_loss_0.0057.pth
Epoch 290/500, Training Loss: 0.004445
Epoch 290/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_290_loss_0.0057.pth
Epoch 291/500, Training Loss: 0.004447
Epoch 291/500, Validation Loss: 0.005719
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_291_loss_0.0057.pth
Epoch 292/500, Training Loss: 0.004446
Epoch 292/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_292_loss_0.0057.pth
Epoch 293/500, Training Loss: 0.004445
Epoch 293/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_293_loss_0.0057.pth
Epoch 294/500, Training Loss: 0.004447
Epoch 294/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_294_loss_0.0057.pth
Epoch 295/500, Training Loss: 0.004446
Epoch 295/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_295_loss_0.0057.pth
Epoch 296/500, Training Loss: 0.004445
Epoch 296/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_296_loss_0.0057.pth
Epoch 297/500, Training Loss: 0.004445
Epoch 297/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_297_loss_0.0057.pth
Epoch 298/500, Training Loss: 0.004446
Epoch 298/500, Validation Loss: 0.005718
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_298_loss_0.0057.pth
Epoch 299/500, Training Loss: 0.004444
Epoch 299/500, Validation Loss: 0.005717
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_299_loss_0.0057.pth
Epoch 300/500, Training Loss: 0.004446
Epoch 300/500, Validation Loss: 0.005717
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_300_loss_0.0057.pth
Epoch 301/500, Training Loss: 0.004445
Epoch 301/500, Validation Loss: 0.005717
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_301_loss_0.0057.pth
Epoch 302/500, Training Loss: 0.004443
Epoch 302/500, Validation Loss: 0.005717
Epoch 303/500, Training Loss: 0.004443
Epoch 303/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_303_loss_0.0057.pth
Epoch 304/500, Training Loss: 0.004441
Epoch 304/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_304_loss_0.0057.pth
Epoch 305/500, Training Loss: 0.004442
Epoch 305/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_305_loss_0.0057.pth
Epoch 306/500, Training Loss: 0.004443
Epoch 306/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_306_loss_0.0057.pth
Epoch 307/500, Training Loss: 0.004443
Epoch 307/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_307_loss_0.0057.pth
Epoch 308/500, Training Loss: 0.004442
Epoch 308/500, Validation Loss: 0.005716
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_308_loss_0.0057.pth
Epoch 309/500, Training Loss: 0.004444
Epoch 309/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_309_loss_0.0057.pth
Epoch 310/500, Training Loss: 0.004444
Epoch 310/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_310_loss_0.0057.pth
Epoch 311/500, Training Loss: 0.004442
Epoch 311/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_311_loss_0.0057.pth
Epoch 312/500, Training Loss: 0.004441
Epoch 312/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_312_loss_0.0057.pth
Epoch 313/500, Training Loss: 0.004442
Epoch 313/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_313_loss_0.0057.pth
Epoch 314/500, Training Loss: 0.004442
Epoch 314/500, Validation Loss: 0.005715
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_314_loss_0.0057.pth
Epoch 315/500, Training Loss: 0.004442
Epoch 315/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_315_loss_0.0057.pth
Epoch 316/500, Training Loss: 0.004441
Epoch 316/500, Validation Loss: 0.005714
Epoch 317/500, Training Loss: 0.004439
Epoch 317/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_317_loss_0.0057.pth
Epoch 318/500, Training Loss: 0.004441
Epoch 318/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_318_loss_0.0057.pth
Epoch 319/500, Training Loss: 0.004441
Epoch 319/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_319_loss_0.0057.pth
Epoch 320/500, Training Loss: 0.004439
Epoch 320/500, Validation Loss: 0.005714
Epoch 321/500, Training Loss: 0.004438
Epoch 321/500, Validation Loss: 0.005714
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_321_loss_0.0057.pth
Epoch 322/500, Training Loss: 0.004438
Epoch 322/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_322_loss_0.0057.pth
Epoch 323/500, Training Loss: 0.004440
Epoch 323/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_323_loss_0.0057.pth
Epoch 324/500, Training Loss: 0.004441
Epoch 324/500, Validation Loss: 0.005713
Best model saved to result/TCN_False_equal_risk_parity_60_20/models/tcn_False/best_model_epoch_324_loss_0.0057.pth
Epoch 325/500, Training Loss: 0.004438
Epoch 325/500, Validation Loss: 0.005713
